DESCRIPTIONS,severity,severity_score
"Please Complete Work as Per System.   Paras (NEW)  Security Code - P167st  User - ADMIN  Password - 123    Data feed in Paras Export Item master Data in Excel file, file is attached in Attachment (PFA) Tester - Vipin, Laima  ",,50
STORE ISSUE NOT GETTING SAVE   PLS CHECK.  STORE REQ- 2018100821   ,,50
DELIVERY SCHEUDLE NOT GETTING SAVE PLS CHECK  DS/24-25/3,,50
PN-IN/24-25/2864   PN-IN/24-25/2864   DATA NOT SHOWING  PLS CHECK,,50
"Add One Textbox and Checkbox in Widget Permission Form (Multiple Data Reloading And No Of FY Data Allowed),Both Disabled Before Pop up Selection And After Select in Pop up Enable ",,35
"Please Complete Work as Per System.  Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  ",60.0,35
"Please Complete Work as Per System.  Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  ",60.0,35
"Please Complete Work as Per System. Please Complete Work as Per System. Event edit, view, print, approval, cancel in one field (Action) and work as same as in save edit update cancel condition, pls make sure permission case work as well as. Severity score- 60 ",60.0,35
"Please Complete Work as Per System.Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 - ",60.0,35
"Please Complete Work as Per System. Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 - ",60.0,35
Please Complete Work as Per System.  Please submit attached excel sheet data in m_ClientWiseEmbededDashbord only submit SR.No.11,,50
Please Complete Work as per attached Excel Sheet.,,50
Please Complete Work as Per System.  Create asset code of new mouse and keyboard and give it to employees,,50
"Dear Ma’am,  Actually, my laptop has a lot of issues, which are impacting my work performance. I kindly request you to please look into this matter seriously. Kindly arrange for a replacement.",,60
Please Complete Work as Per System.  on Sanchay tech live Cost centre data is not showing. ,,50
Please Complete Work as Per System.    make report of Production FMS   ,,50
Please Complete Work as Per System.  Create a New Design of Master  take reference from Customer Master     Note- Customer Master me koi bhi impact nahi padna chaheye     severity score - 80  -   -   ,80.0,50
"IN ERP SOFTWARE, Create item production entry of this model no 5014, but not show the value automatically of  ok qty in by product and total consumable in consumption , plz resolve the query as soon as possible because daily basis entry of production and i also attach the proof ",,50
NOT ABLE TO CREATE MRN FOR REFERENCE PLZ SEE THE ATTACHEMENT.,,50
"Please Complete Work as Per System. Please Complete Work as Per System. Event edit, view, print, approval, cancel, in one field (Action) and work as same as in save edit update cancel condition, pls make sure permission case work as well as. Severity score- 60 -    ",60.0,35
"Please Complete Work as Per System.Please Complete Work as Per System. Event edit, view, print, approval, cancel, in one field (Action) and work as same as in save edit update cancel condition, pls make sure permission case work as well as. Severity score- 60 -    ",60.0,35
"Please Complete Work as Per System.Please Complete Work as Per System. Event edit, view, print, approval, cancel, in one field (Action) and work as same as in save edit update cancel condition, pls make sure permission case work as well as. Severity score- 60 -  -  ",60.0,35
"Please Complete Work as Per System. Event edit, view, print, approval, cancel, in one field (Action) and work as same as in save edit update cancel condition, pls make sure permission case work as well as. Severity score- 60 -  -  ",60.0,35
Please Complete Work as Per System.  data restoration P63    requested by Rohit  emp id - 7200,,35
We are Not able to Issue item as soon in attchehment. Please Check and Resolve as soon as possoble.,,50
Please Complete Work as Per System.  database restoration P1507    Request by Rohit   Emp- id - 7200,,35
Please Complete Work as Per System.  database restoration P167st    Request by Rohit   Emp- id - 7200,,35
Please Complete Work as Per System.    Database restore of   sec code-  9971618201  requested by Rohit  emp id - 7200,,35
Please Complete Work as Per System.    Assign permission of Database for superset   Sec code- STPLTEST  to Rohit  emp id - 7200  ,,50
Please Complete Work as Per System.  We need to bring the HSN code back into create mode. Download Attachment Sheet  Severity Score- 80,80.0,90
Please complete GSTR-3B report as pr attched excel sheet.Complete work till S.No. - 17 which was discuss with Jagniwas ji,,50
Please Complete Work as Per System . training about sales enquiry,,50
"Please Complete Work as Per System.  Invoice - PEPL/25-26/738 pls update the container no - INKU6318460, seal no - TS0041755 pls update severity score - 90",90.0,35
Please Complete Work as Per System.    TERMS & CONDITION TEMPLATE transection - T&C  not able to approve   ,,50
Please Provide Training on Term and Condition Template.,,50
Please Complete Work as Per System.  Delivery note no. DN/25-26/164  sales order - SO/25-26/58  Customer - MACWIN SOLAR ENERGY PRIVATE LIMITED  change batch - PVBB/25-26/4/4/310 to PVBB/25-26/5/4/79,,35
Please add attach excel SRNo-12 in m_clintWiseEmbededDadhbord table ,,35
Please Complete Work as Per System.I would like to know my current leave balance as of today.,,50
We need the E-Invoice and E-Way Bill options in the Sales Return module.,,50
"In the Delivery Note, the quantity is showing after the decimal. However, in the Sales Order FMS report, the Delivery Note quantity after the decimal is not showing. Kindly check this issue and do the needful.  Also, for your reference, I have attached the screenshot.",,50
Please Complete Work as Per System.  data restoration P1507.  Also assign permission to ST069 All users.    requested by Rohit  emp id - 7200,,35
Please Complete Work as Per System.  data restoration P176ST  Also assign permission to ST069 All users.     requested by Rohit  emp id - 7200,,35
Please Complete Work as Per System.  data restoration P63 Also assign permission to ST069 All users. requested by Rohit emp id - 7200,,35
Please Complete Work as Per System.  data restoration 9971618201 Also assign permission to ST069 All users.   requested by Rohit emp id - 7200,,35
"In Stock Accounting Journal Voucher , Doc. No. - JSA/25-26/11179 showing Wrong Data and mistakenly approved. Please Correct It.",,50
The Exhaust fan andthe light are connected to the same switch. due to which  we are unable to keep the light turned on separtely. this can also have a negative impact on our eyes. so please get this changes.,,80
Please Complete Work as Per System. Create Query For SGN,,50
please Change  HSN code 998860  to 998933 of SKU code 91798,,35
Please Complete Work as Per System.  Not able to Save DELIVERY NOTE  SO No.- SO/25-26/291  while saving delivery note Exception is coming ,,80
"In Stock Accounting Journal Voucher , give one functionality for Zero Value JV acceptable in Case of Production JV . It should be Zero accept, setting based.",,50
Please Complete Work as Per System. Please submit attached excel sheet data in m_ClientWiseEmbededDashbord only submit SR.No.13 and 14. ,,50
Please Complete Work as Per System.  https://acspl.in/  The ACSPL website is not working. What is the problem? Please check it once and provide a solution.  ,,90
Please Complete Work as Per System. Sales order FMS ka SQL querry dena hai jo erp me hai aur usme koi dot change nhi karna hai/ aur querry ko run karke ok ho jaye to wo rohit ko send kar dena hai work will be done by today ,,35
Please Complete Work as Per System. Please provide me Support Process in fully details,,50
Please Complete Work as Per System.  Training of Accounts forms all vouchers.,,50
"Please Complete Work as Per System.    Event edit, view, print, approval, cancel, caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -   ",60.0,35
"Please Complete Work as Per System.      Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -   ",60.0,35
"Please Complete Work as Per System.    Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -   ",60.0,35
"Please Complete Work as Per System. Pls prove the list of pending tickets for live with ticket number, page name, description and developer name and same for exception list ",,80
Give me Permission to check Others Task Report,,50
"Please Complete Work as Per System.  GetTransactionFormatSrNo  This method requires proper open and close the connection  Create a new data in Sales Enquiry form save it and see what it returns    tester- Guddu   Alt- Prakash, Vipin",,50
"Please Complete Work as Per System.    Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -    ",60.0,35
"Please Complete Work as Per System.    Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -   ",60.0,35
Grant me permission to access and review the daily task reports of my team members so that I can monitor their work effectively,,50
please sir provide traiing with full details of JV I am not able to do work on this form i dont understand this form whole process. please provide us with proper entry,,50
"Please Complete Work as Per System . Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition/ take reference from specification formula and journal voucher) pls make sure permission case work  as well as.  and On the search dashboard, shift the Transaction Status column from its current position to just after the Action column. Tester -Prakash",,35
Please Complete Work as Per System.    Need  Item Production 1/04/2025 to 06/01/2026    tester- Guddu   alt Tester- Vipin  ,,50
"Please Complete Work as Per System. Event edit, view, print, approval, cancel, caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 -  ",60.0,35
"Please Complete Work as Per System. Event edit, view, print, approval, cancel, caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 -    ",60.0,35
Please Complete Work as Per System.    In delivery note Print Temp there is 50 item rows showing but after clicking to print Its shows 54 item row and in delivery note there is in total 54 Items     severity score- 80   -    - ,85.0,50
Please Complete Work as Per System. data restoration online P63. Also assign permission to ST069 All users. requested by Rohit emp id - 7200,,35
"Please Complete Work as Per System. Event edit, view, print, approval, cancel, caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 -    ",60.0,35
"Please Complete Work as Per System. Event edit, view, print, approval, cancel, caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as Severity score- 60 -    ",60.0,35
"Please Complete Work as Per System.  In Delivery note HSN went 0 in few lines of item and while making Sales invoice in that also showing the same line of item HSN 0    severity score- 70  -   -  ,  ",70.0,50
"Please Complete Work as Per System.  I am going out for some personal work and will be on leave for 2 days, on 09/01/2026 and 10/01/2026. Kindly approve my leave request. I will rejoin the office on 12/01/2026 at office time. Thanks and regards Vipin",,35
"Please Complete Work as Per System.I am writing to request your assistance in removing the desktop computer from my workspace. Due to limited desk space, I have been facing difficulties in working efficiently.Kindly look into this matter at your earliest convenience so that the workspace can be optimized for better productivity.",,35
Please Complete Work as Per System.  Please submit attached excel sheet data in m_ClientWiseEmbededDashbord only submit SR.No.17,,50
Please Complete Work as Per attached excel sheet.,,50
Please Complete Work as Per System.  item production - IP/25-26/7327  FG QTY is 7.996  but is stock its showing- 8.096  pls fix this and make the stock as same that in item production that is 7.996    Severity Score - 80  -   - ,80.0,50
Need information for fx rate in invoice not showing,,50
Please Complete Work as Per System. Data Restoration online P63. Also Assign permission to ST069 All User. Requested By Rohit Emp id-72000,,35
 sku 333190 qty 5 rate 237  purchase requistion not save ,,50
"Please Complete Work as Per System.  I need a new laptop because the display of my current laptop has black lines, and the speakers are not working, which causes problems during meetings. Also, the Wi-Fi disconnects sometimes, and the laptop is slow.",,90
Please Complete Work as Per System.while assigning permission to jagdish (71708 - code )  for the production scheduler it is showing record has been canceled already ,,50
"Please Complete Work as Per System. On the search dashboard, shift the Transaction Status column from its current position to just after the Action column.",,50
"Please Complete Work as Per System. On the search dashboard, shift the Transaction Status column from its current position to just after the Action column.",,50
"Please Complete Work as Per System. On the search dashboard, shift the Transaction Status column and Voucher status column from its current position to just after the Action column.",,50
"Please Complete Work as Per System. After creating the data, when I try to retrieve it via search, the data isn’t showing up… even when I search “All”.",,50
Please Complete Work as Per System. In sales order FMS delivery note qty showing without decimal place that's why dispatch qty is not matching with delivery note form pls update in sales order fms dispatch qty with decimal place as per delivery note severity score - 90 for example Transaction - DN/25-26/171,90.0,35
"Please Complete Work as Per System. PO/25-26/149, FC total rate is showing different in transaction and also different showing in Print and amount correct in transaction PFA",,50
"Please Complete Work as Per System. The asynchronous behavior needs to be removed from the GetTransactionFormatSrNo method. This method is used in multiple forms, so after saving and updating a new record on all those forms, it must be verified whether the Transaction FormatSrNois being generated correctly or not.",,50
"In the Ticket Admin, only the user who logged in as the employee and closed the ticket should be able to reopen it.  After a ticket is closed, in Ticket Admin the Close action should remain editable, but the only available action should be Reopen.  When Reopen is selected, the next process should open. After selecting the next process, the ticket should move to Assign Ticket and be assigned to the selected person.",,50
"Please Complete Work as Per System.  In inward note Page have a store popup in data comes delayed pls fix it     severity score - 80  -    - , ",80.0,60
Please Complete Work as Per System.  Generate a ticket to create KPi Master in Sanchay    (Column Name):   KPI_ID (Int)  KPI_Code (AlphaNum)  KPI_Title (AlphaNum)  UoM (int)  Priority (ID from Master)  Good_Direction (integer)  Formula (Alphanum)  IsActive  Frequency (ID)  Icon    Reference---  https://chatgpt.com/share/695fea9a-06fc-8013-bd7c-4128b42eff44,,50
"Please Complete Work as Per System.    Event edit,view, print,approval,cancel,caa in one field (Action) and work as same as in save edit update cancel condition,pls make sure permission case work as well as    Severity score- 60  -   -,",60.0,35
Please Register customer and supplier in Supplier Portal,,50
"Please provided inward note doc no with (bill qty, receive qty and short qty) which short qty more then zero",,50
